system:index,lat,lon,.geo
637,37.588759360873354,126.81983369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
670,37.478759360873354,126.82483369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
671,37.48375936087336,126.82483369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
672,37.48875936087336,126.82483369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
673,37.493759360873355,126.82483369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
674,37.49875936087336,126.82483369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
675,37.50375936087336,126.82483369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
677,37.51375936087336,126.82483369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
678,37.51875936087336,126.82483369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
681,37.533759360873354,126.82483369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
682,37.53875936087336,126.82483369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
683,37.54375936087336,126.82483369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
684,37.548759360873355,126.82483369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
685,37.55375936087336,126.82483369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
686,37.55875936087336,126.82483369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
687,37.563759360873355,126.82483369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
688,37.56875936087336,126.82483369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
689,37.57375936087336,126.82483369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
690,37.578759360873356,126.82483369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
691,37.58375936087336,126.82483369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
692,37.588759360873354,126.82483369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
725,37.478759360873354,126.82983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
726,37.48375936087336,126.82983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
727,37.48875936087336,126.82983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
728,37.493759360873355,126.82983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
729,37.49875936087336,126.82983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
730,37.50375936087336,126.82983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
731,37.508759360873356,126.82983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
732,37.51375936087336,126.82983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
733,37.51875936087336,126.82983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
734,37.523759360873356,126.82983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
735,37.52875936087336,126.82983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
736,37.533759360873354,126.82983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
737,37.53875936087336,126.82983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
738,37.54375936087336,126.82983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
739,37.548759360873355,126.82983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
740,37.55375936087336,126.82983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
741,37.55875936087336,126.82983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
742,37.563759360873355,126.82983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
743,37.56875936087336,126.82983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
744,37.57375936087336,126.82983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
745,37.578759360873356,126.82983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
746,37.58375936087336,126.82983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
780,37.478759360873354,126.83483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
781,37.48375936087336,126.83483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
782,37.48875936087336,126.83483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
783,37.493759360873355,126.83483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
784,37.49875936087336,126.83483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
785,37.50375936087336,126.83483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
786,37.508759360873356,126.83483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
787,37.51375936087336,126.83483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
788,37.51875936087336,126.83483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
789,37.523759360873356,126.83483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
790,37.52875936087336,126.83483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
791,37.533759360873354,126.83483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
792,37.53875936087336,126.83483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
793,37.54375936087336,126.83483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
794,37.548759360873355,126.83483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
795,37.55375936087336,126.83483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
796,37.55875936087336,126.83483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
797,37.563759360873355,126.83483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
798,37.56875936087336,126.83483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
799,37.57375936087336,126.83483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
800,37.578759360873356,126.83483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
835,37.478759360873354,126.83983369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
836,37.48375936087336,126.83983369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
837,37.48875936087336,126.83983369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
838,37.493759360873355,126.83983369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
839,37.49875936087336,126.83983369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
840,37.50375936087336,126.83983369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
841,37.508759360873356,126.83983369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
842,37.51375936087336,126.83983369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
843,37.51875936087336,126.83983369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
844,37.523759360873356,126.83983369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
845,37.52875936087336,126.83983369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
846,37.533759360873354,126.83983369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
847,37.53875936087336,126.83983369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
848,37.54375936087336,126.83983369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
849,37.548759360873355,126.83983369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
850,37.55375936087336,126.83983369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
851,37.55875936087336,126.83983369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
852,37.563759360873355,126.83983369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
853,37.56875936087336,126.83983369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
854,37.57375936087336,126.83983369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
855,37.578759360873356,126.83983369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
890,37.478759360873354,126.84483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
891,37.48375936087336,126.84483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
892,37.48875936087336,126.84483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
893,37.493759360873355,126.84483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
894,37.49875936087336,126.84483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
895,37.50375936087336,126.84483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
896,37.508759360873356,126.84483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
897,37.51375936087336,126.84483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
898,37.51875936087336,126.84483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
899,37.523759360873356,126.84483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
900,37.52875936087336,126.84483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
901,37.533759360873354,126.84483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
902,37.53875936087336,126.84483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
903,37.54375936087336,126.84483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
904,37.548759360873355,126.84483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
905,37.55375936087336,126.84483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
906,37.55875936087336,126.84483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
907,37.563759360873355,126.84483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
908,37.56875936087336,126.84483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
909,37.57375936087336,126.84483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
946,37.48375936087336,126.84983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
947,37.48875936087336,126.84983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
948,37.493759360873355,126.84983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
949,37.49875936087336,126.84983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
950,37.50375936087336,126.84983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
951,37.508759360873356,126.84983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
952,37.51375936087336,126.84983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
953,37.51875936087336,126.84983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
954,37.523759360873356,126.84983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
955,37.52875936087336,126.84983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
956,37.533759360873354,126.84983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
957,37.53875936087336,126.84983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
958,37.54375936087336,126.84983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
959,37.548759360873355,126.84983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
960,37.55375936087336,126.84983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
961,37.55875936087336,126.84983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
962,37.563759360873355,126.84983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
963,37.56875936087336,126.84983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
964,37.57375936087336,126.84983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1002,37.48875936087336,126.85483369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
1003,37.493759360873355,126.85483369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
1004,37.49875936087336,126.85483369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
1005,37.50375936087336,126.85483369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
1006,37.508759360873356,126.85483369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
1007,37.51375936087336,126.85483369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
1008,37.51875936087336,126.85483369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
1009,37.523759360873356,126.85483369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
1010,37.52875936087336,126.85483369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
1011,37.533759360873354,126.85483369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
1012,37.53875936087336,126.85483369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
1013,37.54375936087336,126.85483369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
1014,37.548759360873355,126.85483369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
1015,37.55375936087336,126.85483369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
1016,37.55875936087336,126.85483369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
1017,37.563759360873355,126.85483369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
1018,37.56875936087336,126.85483369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
1019,37.57375936087336,126.85483369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
1057,37.48875936087336,126.85983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1058,37.493759360873355,126.85983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1059,37.49875936087336,126.85983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1060,37.50375936087336,126.85983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1061,37.508759360873356,126.85983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1062,37.51375936087336,126.85983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1063,37.51875936087336,126.85983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1064,37.523759360873356,126.85983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1065,37.52875936087336,126.85983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1066,37.533759360873354,126.85983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1067,37.53875936087336,126.85983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1068,37.54375936087336,126.85983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1069,37.548759360873355,126.85983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1070,37.55375936087336,126.85983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1071,37.55875936087336,126.85983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1072,37.563759360873355,126.85983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1073,37.56875936087336,126.85983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1074,37.57375936087336,126.85983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1113,37.493759360873355,126.86483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1114,37.49875936087336,126.86483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1115,37.50375936087336,126.86483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1116,37.508759360873356,126.86483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1117,37.51375936087336,126.86483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1118,37.51875936087336,126.86483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1119,37.523759360873356,126.86483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1120,37.52875936087336,126.86483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1121,37.533759360873354,126.86483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1122,37.53875936087336,126.86483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1123,37.54375936087336,126.86483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1124,37.548759360873355,126.86483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1125,37.55375936087336,126.86483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1126,37.55875936087336,126.86483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1127,37.563759360873355,126.86483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1128,37.56875936087336,126.86483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1129,37.57375936087336,126.86483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1169,37.49875936087336,126.86983369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
1170,37.50375936087336,126.86983369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
1171,37.508759360873356,126.86983369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
1172,37.51375936087336,126.86983369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
1173,37.51875936087336,126.86983369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
1174,37.523759360873356,126.86983369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
1175,37.52875936087336,126.86983369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
1176,37.533759360873354,126.86983369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
1177,37.53875936087336,126.86983369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
1178,37.54375936087336,126.86983369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
1179,37.548759360873355,126.86983369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
1180,37.55375936087336,126.86983369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
1181,37.55875936087336,126.86983369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
1182,37.563759360873355,126.86983369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
1183,37.56875936087336,126.86983369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
1184,37.57375936087336,126.86983369359294,"{""type"":""MultiPoint"",""coordinates"":[]}"
1221,37.48375936087336,126.87483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1223,37.493759360873355,126.87483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1224,37.49875936087336,126.87483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1225,37.50375936087336,126.87483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1226,37.508759360873356,126.87483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1227,37.51375936087336,126.87483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1228,37.51875936087336,126.87483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1229,37.523759360873356,126.87483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1230,37.52875936087336,126.87483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1231,37.533759360873354,126.87483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1232,37.53875936087336,126.87483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1233,37.54375936087336,126.87483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1234,37.548759360873355,126.87483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1235,37.55375936087336,126.87483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1236,37.55875936087336,126.87483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1237,37.563759360873355,126.87483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1238,37.56875936087336,126.87483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1239,37.57375936087336,126.87483369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1274,37.47375936087336,126.87983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1275,37.478759360873354,126.87983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1276,37.48375936087336,126.87983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1277,37.48875936087336,126.87983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1278,37.493759360873355,126.87983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1279,37.49875936087336,126.87983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1280,37.50375936087336,126.87983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1281,37.508759360873356,126.87983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1282,37.51375936087336,126.87983369359293,"{""type"":""MultiPoint"",""coordinates"":[]}"
