system:index,ADM2_NAME,.geo
7975,Itas/Gadau,"{""type"":""MultiPoint"",""coordinates"":[]}"
7976,Suru,"{""type"":""MultiPoint"",""coordinates"":[]}"
7977,Dutse,"{""type"":""MultiPoint"",""coordinates"":[]}"
7978,Gwarzo,"{""type"":""MultiPoint"",""coordinates"":[]}"
7979,Kiyawa,"{""type"":""MultiPoint"",""coordinates"":[]}"
7980,Kumbotso,"{""type"":""MultiPoint"",""coordinates"":[]}"
7981,Bama,"{""type"":""MultiPoint"",""coordinates"":[]}"
7982,Bunkure,"{""type"":""MultiPoint"",""coordinates"":[]}"
7983,Jama'are,"{""type"":""MultiPoint"",""coordinates"":[]}"
7984,Koko/Besse,"{""type"":""MultiPoint"",""coordinates"":[]}"
7985,Takai,"{""type"":""MultiPoint"",""coordinates"":[]}"
7986,Sumaila,"{""type"":""MultiPoint"",""coordinates"":[]}"
7987,Gwoza,"{""type"":""MultiPoint"",""coordinates"":[]}"
7988,Gwaram,"{""type"":""MultiPoint"",""coordinates"":[]}"
7989,Darazo,"{""type"":""MultiPoint"",""coordinates"":[]}"
7990,Giwa,"{""type"":""MultiPoint"",""coordinates"":[]}"
7991,Birnin Gwari,"{""type"":""MultiPoint"",""coordinates"":[]}"
7992,Rijau,"{""type"":""MultiPoint"",""coordinates"":[]}"
7993,Dukku,"{""type"":""MultiPoint"",""coordinates"":[]}"
7994,Sabon Gari,"{""type"":""MultiPoint"",""coordinates"":[]}"
7995,Soba,"{""type"":""MultiPoint"",""coordinates"":[]}"
7996,Zaria,"{""type"":""MultiPoint"",""coordinates"":[]}"
7997,Ganjuwa,"{""type"":""MultiPoint"",""coordinates"":[]}"
7998,Ngaski,"{""type"":""MultiPoint"",""coordinates"":[]}"
7999,Agwara,"{""type"":""MultiPoint"",""coordinates"":[]}"
8000,Igabi,"{""type"":""MultiPoint"",""coordinates"":[]}"
8001,Madagali,"{""type"":""MultiPoint"",""coordinates"":[]}"
8002,Toro,"{""type"":""MultiPoint"",""coordinates"":[]}"
8003,Askira/Uba,"{""type"":""MultiPoint"",""coordinates"":[]}"
8004,Michika,"{""type"":""MultiPoint"",""coordinates"":[]}"
8005,Magama,"{""type"":""MultiPoint"",""coordinates"":[]}"
8006,Kauru,"{""type"":""MultiPoint"",""coordinates"":[]}"
8007,Lere,"{""type"":""MultiPoint"",""coordinates"":[]}"
8008,Kaduna North,"{""type"":""MultiPoint"",""coordinates"":[]}"
8009,Yamaltu/Deba,"{""type"":""MultiPoint"",""coordinates"":[]}"
8010,Rafi,"{""type"":""MultiPoint"",""coordinates"":[]}"
8011,Hong,"{""type"":""MultiPoint"",""coordinates"":[]}"
8012,Kaduna South,"{""type"":""MultiPoint"",""coordinates"":[]}"
8013,Bauchi,"{""type"":""MultiPoint"",""coordinates"":[]}"
8014,Girie,"{""type"":""MultiPoint"",""coordinates"":[]}"
8015,Akko,"{""type"":""MultiPoint"",""coordinates"":[]}"
8016,Bassa,"{""type"":""MultiPoint"",""coordinates"":[]}"
8017,Shelleng,"{""type"":""MultiPoint"",""coordinates"":[]}"
8018,Maiha,"{""type"":""MultiPoint"",""coordinates"":[]}"
8019,Kaiama,"{""type"":""MultiPoint"",""coordinates"":[]}"
8020,Baruten,"{""type"":""MultiPoint"",""coordinates"":[]}"
8021,Zangon Kataf,"{""type"":""MultiPoint"",""coordinates"":[]}"
8022,Dass,"{""type"":""MultiPoint"",""coordinates"":[]}"
8023,Balanga,"{""type"":""MultiPoint"",""coordinates"":[]}"
8024,Guyuk,"{""type"":""MultiPoint"",""coordinates"":[]}"
8025,Billiri,"{""type"":""MultiPoint"",""coordinates"":[]}"
8026,Kanam,"{""type"":""MultiPoint"",""coordinates"":[]}"
8027,Paikoro,"{""type"":""MultiPoint"",""coordinates"":[]}"
8028,Fufore,"{""type"":""MultiPoint"",""coordinates"":[]}"
8029,Kaura,"{""type"":""MultiPoint"",""coordinates"":[]}"
8030,Jaba,"{""type"":""MultiPoint"",""coordinates"":[]}"
8031,Karim Lamido,"{""type"":""MultiPoint"",""coordinates"":[]}"
8032,Katcha,"{""type"":""MultiPoint"",""coordinates"":[]}"
8033,Wase,"{""type"":""MultiPoint"",""coordinates"":[]}"
8034,Lapai,"{""type"":""MultiPoint"",""coordinates"":[]}"
8035,Langtang North,"{""type"":""MultiPoint"",""coordinates"":[]}"
8036,Agaie,"{""type"":""MultiPoint"",""coordinates"":[]}"
8037,Abaji,"{""type"":""MultiPoint"",""coordinates"":[]}"
8038,Mayo-Belwa,"{""type"":""MultiPoint"",""coordinates"":[]}"
8039,Moro,"{""type"":""MultiPoint"",""coordinates"":[]}"
8040,Ardo-Kola,"{""type"":""MultiPoint"",""coordinates"":[]}"
8041,Qua'an Pan,"{""type"":""MultiPoint"",""coordinates"":[]}"
8042,Zing,"{""type"":""MultiPoint"",""coordinates"":[]}"
8043,Ifelodun,"{""type"":""MultiPoint"",""coordinates"":[]}"
8044,Orelope,"{""type"":""MultiPoint"",""coordinates"":[]}"
8045,Kuje,"{""type"":""MultiPoint"",""coordinates"":[]}"
8046,Jada,"{""type"":""MultiPoint"",""coordinates"":[]}"
8047,Langtang South,"{""type"":""MultiPoint"",""coordinates"":[]}"
8048,Ibi,"{""type"":""MultiPoint"",""coordinates"":[]}"
8049,Lokoja,"{""type"":""MultiPoint"",""coordinates"":[]}"
8050,Asa,"{""type"":""MultiPoint"",""coordinates"":[]}"
8051,Ori-Ire,"{""type"":""MultiPoint"",""coordinates"":[]}"
8052,Doma,"{""type"":""MultiPoint"",""coordinates"":[]}"
8053,Kabba /Bunu,"{""type"":""MultiPoint"",""coordinates"":[]}"
8054,Koton-Karfe,"{""type"":""MultiPoint"",""coordinates"":[]}"
8055,Oyun,"{""type"":""MultiPoint"",""coordinates"":[]}"
8056,Wukari,"{""type"":""MultiPoint"",""coordinates"":[]}"
8057,Offa,"{""type"":""MultiPoint"",""coordinates"":[]}"
8058,Guma,"{""type"":""MultiPoint"",""coordinates"":[]}"
8059,Donga,"{""type"":""MultiPoint"",""coordinates"":[]}"
8060,Ijumu,"{""type"":""MultiPoint"",""coordinates"":[]}"
8061,Ogo Oluwa,"{""type"":""MultiPoint"",""coordinates"":[]}"
8062,Ikole,"{""type"":""MultiPoint"",""coordinates"":[]}"
8063,Gashaka,"{""type"":""MultiPoint"",""coordinates"":[]}"
8064,Odo-Otin,"{""type"":""MultiPoint"",""coordinates"":[]}"
8065,Oye,"{""type"":""MultiPoint"",""coordinates"":[]}"
8066,Olorunda,"{""type"":""MultiPoint"",""coordinates"":[]}"
8067,Ejigbo,"{""type"":""MultiPoint"",""coordinates"":[]}"
8068,Orolu,"{""type"":""MultiPoint"",""coordinates"":[]}"
8069,Boripe,"{""type"":""MultiPoint"",""coordinates"":[]}"
8070,Ido-Osi,"{""type"":""MultiPoint"",""coordinates"":[]}"
8071,Ijero,"{""type"":""MultiPoint"",""coordinates"":[]}"
8072,Ukum,"{""type"":""MultiPoint"",""coordinates"":[]}"
8073,Obokun,"{""type"":""MultiPoint"",""coordinates"":[]}"
8074,Afijio,"{""type"":""MultiPoint"",""coordinates"":[]}"
8075,Markurdi,"{""type"":""MultiPoint"",""coordinates"":[]}"
8076,Okehi,"{""type"":""MultiPoint"",""coordinates"":[]}"
8077,Gwer West,"{""type"":""MultiPoint"",""coordinates"":[]}"
8078,Adavi,"{""type"":""MultiPoint"",""coordinates"":[]}"
8079,Dekina,"{""type"":""MultiPoint"",""coordinates"":[]}"
8080,Ola-Oluwa,"{""type"":""MultiPoint"",""coordinates"":[]}"
8081,Osogbo,"{""type"":""MultiPoint"",""coordinates"":[]}"
8082,Ibarapa East,"{""type"":""MultiPoint"",""coordinates"":[]}"
8083,Akoko North-West,"{""type"":""MultiPoint"",""coordinates"":[]}"
8084,Iwo,"{""type"":""MultiPoint"",""coordinates"":[]}"
8085,Oriade,"{""type"":""MultiPoint"",""coordinates"":[]}"
8086,Bukuru,"{""type"":""MultiPoint"",""coordinates"":[]}"
8087,Akoko North-East,"{""type"":""MultiPoint"",""coordinates"":[]}"
8088,Ado-Ekiti,"{""type"":""MultiPoint"",""coordinates"":[]}"
8089,Gwer East,"{""type"":""MultiPoint"",""coordinates"":[]}"
8090,Aiyedire,"{""type"":""MultiPoint"",""coordinates"":[]}"
8091,Ekiti South-West,"{""type"":""MultiPoint"",""coordinates"":[]}"
8092,Aiyedaade,"{""type"":""MultiPoint"",""coordinates"":[]}"
8093,Ife North,"{""type"":""MultiPoint"",""coordinates"":[]}"
8094,Akoko-Edo,"{""type"":""MultiPoint"",""coordinates"":[]}"
8095,Ikere,"{""type"":""MultiPoint"",""coordinates"":[]}"
8096,Odeda,"{""type"":""MultiPoint"",""coordinates"":[]}"
8097,Ofu,"{""type"":""MultiPoint"",""coordinates"":[]}"
8098,Ifedore,"{""type"":""MultiPoint"",""coordinates"":[]}"
8099,Ife South,"{""type"":""MultiPoint"",""coordinates"":[]}"
8100,Etsako East,"{""type"":""MultiPoint"",""coordinates"":[]}"
8101,Konshisha,"{""type"":""MultiPoint"",""coordinates"":[]}"
8102,Olamaboro,"{""type"":""MultiPoint"",""coordinates"":[]}"
8103,Kwande,"{""type"":""MultiPoint"",""coordinates"":[]}"
8104,Idanre,"{""type"":""MultiPoint"",""coordinates"":[]}"
8105,Ushongo,"{""type"":""MultiPoint"",""coordinates"":[]}"
8106,Okpokwu,"{""type"":""MultiPoint"",""coordinates"":[]}"
8107,Obafemi-Owode,"{""type"":""MultiPoint"",""coordinates"":[]}"
8108,Ijebu North,"{""type"":""MultiPoint"",""coordinates"":[]}"
8109,Ogbadigbo,"{""type"":""MultiPoint"",""coordinates"":[]}"
8110,Ijebu East,"{""type"":""MultiPoint"",""coordinates"":[]}"
8111,Nsukka,"{""type"":""MultiPoint"",""coordinates"":[]}"
8112,Vandeikya,"{""type"":""MultiPoint"",""coordinates"":[]}"
8113,Ado,"{""type"":""MultiPoint"",""coordinates"":[]}"
8114,Odigbo,"{""type"":""MultiPoint"",""coordinates"":[]}"
8115,Uzo-Uwani,"{""type"":""MultiPoint"",""coordinates"":[]}"
8116,Esan North-East,"{""type"":""MultiPoint"",""coordinates"":[]}"
8117,Yala,"{""type"":""MultiPoint"",""coordinates"":[]}"
8118,Esan West,"{""type"":""MultiPoint"",""coordinates"":[]}"
8119,Izzi,"{""type"":""MultiPoint"",""coordinates"":[]}"
8120,Esan South-East,"{""type"":""MultiPoint"",""coordinates"":[]}"
8121,Anambra West,"{""type"":""MultiPoint"",""coordinates"":[]}"
8122,Ado Odo/Ota,"{""type"":""MultiPoint"",""coordinates"":[]}"
8123,Igbo-Etiti,"{""type"":""MultiPoint"",""coordinates"":[]}"
8124,Okitipupa,"{""type"":""MultiPoint"",""coordinates"":[]}"
8125,Irele,"{""type"":""MultiPoint"",""coordinates"":[]}"
8126,Ohaukwu,"{""type"":""MultiPoint"",""coordinates"":[]}"
8127,Ikorodu,"{""type"":""MultiPoint"",""coordinates"":[]}"
8128,Obanliku,"{""type"":""MultiPoint"",""coordinates"":[]}"
8129,Obudu,"{""type"":""MultiPoint"",""coordinates"":[]}"
8130,Udi,"{""type"":""MultiPoint"",""coordinates"":[]}"
8131,Ishielu,"{""type"":""MultiPoint"",""coordinates"":[]}"
8132,Ogun Waterside,"{""type"":""MultiPoint"",""coordinates"":[]}"
8133,Boki,"{""type"":""MultiPoint"",""coordinates"":[]}"
8134,Ibeju Lekki,"{""type"":""MultiPoint"",""coordinates"":[]}"
8135,Ezeagu,"{""type"":""MultiPoint"",""coordinates"":[]}"
8136,Badagry,"{""type"":""MultiPoint"",""coordinates"":[]}"
8137,Aniocha North,"{""type"":""MultiPoint"",""coordinates"":[]}"
8138,Awka North,"{""type"":""MultiPoint"",""coordinates"":[]}"
8139,Ika North East,"{""type"":""MultiPoint"",""coordinates"":[]}"
8140,Ika South,"{""type"":""MultiPoint"",""coordinates"":[]}"
8141,Aniocha South,"{""type"":""MultiPoint"",""coordinates"":[]}"
8142,Oji-River,"{""type"":""MultiPoint"",""coordinates"":[]}"
8143,Obubra,"{""type"":""MultiPoint"",""coordinates"":[]}"
8144,Awka South,"{""type"":""MultiPoint"",""coordinates"":[]}"
8145,Orumba North,"{""type"":""MultiPoint"",""coordinates"":[]}"
8146,Onicha,"{""type"":""MultiPoint"",""coordinates"":[]}"
8147,Ikwo,"{""type"":""MultiPoint"",""coordinates"":[]}"
8148,Anaocha,"{""type"":""MultiPoint"",""coordinates"":[]}"
8149,Ogbaru,"{""type"":""MultiPoint"",""coordinates"":[]}"
8150,Ethiope West,"{""type"":""MultiPoint"",""coordinates"":[]}"
8151,Orumba South,"{""type"":""MultiPoint"",""coordinates"":[]}"
8152,Aguata,"{""type"":""MultiPoint"",""coordinates"":[]}"
8153,Ndokwa  East,"{""type"":""MultiPoint"",""coordinates"":[]}"
8154,Nnewi South,"{""type"":""MultiPoint"",""coordinates"":[]}"
8155,Abi,"{""type"":""MultiPoint"",""coordinates"":[]}"
8156,Yakurr,"{""type"":""MultiPoint"",""coordinates"":[]}"
8157,Afikpo North,"{""type"":""MultiPoint"",""coordinates"":[]}"
8158,Afikpo South,"{""type"":""MultiPoint"",""coordinates"":[]}"
8159,Sapele,"{""type"":""MultiPoint"",""coordinates"":[]}"
8160,Ideato North,"{""type"":""MultiPoint"",""coordinates"":[]}"
8161,Orsu,"{""type"":""MultiPoint"",""coordinates"":[]}"
8162,Ihiala,"{""type"":""MultiPoint"",""coordinates"":[]}"
8163,Orlu,"{""type"":""MultiPoint"",""coordinates"":[]}"
8164,Ideato South,"{""type"":""MultiPoint"",""coordinates"":[]}"
8165,Bende,"{""type"":""MultiPoint"",""coordinates"":[]}"
8166,Ohafia,"{""type"":""MultiPoint"",""coordinates"":[]}"
8167,Biase,"{""type"":""MultiPoint"",""coordinates"":[]}"
8168,Akamkpa,"{""type"":""MultiPoint"",""coordinates"":[]}"
8169,Oguta,"{""type"":""MultiPoint"",""coordinates"":[]}"
8170,Ehime-Mbano,"{""type"":""MultiPoint"",""coordinates"":[]}"
8171,Isiala Mbano,"{""type"":""MultiPoint"",""coordinates"":[]}"
8172,Ogba/ Egbema/ Ndoni,"{""type"":""MultiPoint"",""coordinates"":[]}"
8173,Ihitte/Uboma,"{""type"":""MultiPoint"",""coordinates"":[]}"
8174,Arochukwu,"{""type"":""MultiPoint"",""coordinates"":[]}"
8175,Mbatoli,"{""type"":""MultiPoint"",""coordinates"":[]}"
8176,Ohaji /Egbema,"{""type"":""MultiPoint"",""coordinates"":[]}"
8177,Ikeduru,"{""type"":""MultiPoint"",""coordinates"":[]}"
8178,Ahiazu-Mbaise,"{""type"":""MultiPoint"",""coordinates"":[]}"
8179,Obowo,"{""type"":""MultiPoint"",""coordinates"":[]}"
8180,Ezinihitte Mbaise,"{""type"":""MultiPoint"",""coordinates"":[]}"
8181,Ini,"{""type"":""MultiPoint"",""coordinates"":[]}"
8182,Aboh-Mbaise,"{""type"":""MultiPoint"",""coordinates"":[]}"
8183,Ikwuano,"{""type"":""MultiPoint"",""coordinates"":[]}"
8184,Burutu,"{""type"":""MultiPoint"",""coordinates"":[]}"
8185,Ngor-Okpala,"{""type"":""MultiPoint"",""coordinates"":[]}"
8186,Sagbama,"{""type"":""MultiPoint"",""coordinates"":[]}"
8187,Ikono,"{""type"":""MultiPoint"",""coordinates"":[]}"
8188,Osisioma Ngwa,"{""type"":""MultiPoint"",""coordinates"":[]}"
8189,Ekeremor,"{""type"":""MultiPoint"",""coordinates"":[]}"
8190,Essien Udim,"{""type"":""MultiPoint"",""coordinates"":[]}"
8191,Uruan,"{""type"":""MultiPoint"",""coordinates"":[]}"
8192,Abak,"{""type"":""MultiPoint"",""coordinates"":[]}"
8193,Ukwa West,"{""type"":""MultiPoint"",""coordinates"":[]}"
8194,Southern Ijaw,"{""type"":""MultiPoint"",""coordinates"":[]}"
8195,Ukwa East,"{""type"":""MultiPoint"",""coordinates"":[]}"
8196,Ukanafun,"{""type"":""MultiPoint"",""coordinates"":[]}"
8197,Nsit Ibom,"{""type"":""MultiPoint"",""coordinates"":[]}"
8198,Abua /Odual,"{""type"":""MultiPoint"",""coordinates"":[]}"
8199,Oruk Anam,"{""type"":""MultiPoint"",""coordinates"":[]}"
8200,Etinan,"{""type"":""MultiPoint"",""coordinates"":[]}"
8201,Obio/Akpor,"{""type"":""MultiPoint"",""coordinates"":[]}"
8202,Okobo,"{""type"":""MultiPoint"",""coordinates"":[]}"
8203,Mkpat Enin,"{""type"":""MultiPoint"",""coordinates"":[]}"
8204,Nsit Ubium,"{""type"":""MultiPoint"",""coordinates"":[]}"
8205,Asari-Toru,"{""type"":""MultiPoint"",""coordinates"":[]}"
8206,Urue Offong /Oruko,"{""type"":""MultiPoint"",""coordinates"":[]}"
8207,Mbo,"{""type"":""MultiPoint"",""coordinates"":[]}"
8208,Gokana,"{""type"":""MultiPoint"",""coordinates"":[]}"
8209,Eket,"{""type"":""MultiPoint"",""coordinates"":[]}"
8210,Onna,"{""type"":""MultiPoint"",""coordinates"":[]}"
8211,Epe,"{""type"":""MultiPoint"",""coordinates"":[]}"
8212,Isa,"{""type"":""MultiPoint"",""coordinates"":[]}"
8213,Bagudo,"{""type"":""MultiPoint"",""coordinates"":[]}"
8214,Zurmi,"{""type"":""MultiPoint"",""coordinates"":[]}"
8215,Borgu,"{""type"":""MultiPoint"",""coordinates"":[]}"
8216,Eti-Osa,"{""type"":""MultiPoint"",""coordinates"":[]}"
8217,Agueda,"{""type"":""MultiPoint"",""coordinates"":[]}"
8218,Albergaria-a-velha,"{""type"":""MultiPoint"",""coordinates"":[]}"
8219,Arouca,"{""type"":""MultiPoint"",""coordinates"":[]}"
8220,Aveiro,"{""type"":""MultiPoint"",""coordinates"":[]}"
8221,Castelo De Paiva,"{""type"":""MultiPoint"",""coordinates"":[]}"
8222,Espinho,"{""type"":""MultiPoint"",""coordinates"":[]}"
8223,Estarreja,"{""type"":""MultiPoint"",""coordinates"":[]}"
8224,Ilhavo,"{""type"":""MultiPoint"",""coordinates"":[]}"
8225,Mealhada,"{""type"":""MultiPoint"",""coordinates"":[]}"
8226,Murtosa,"{""type"":""MultiPoint"",""coordinates"":[]}"
8227,Oliveira De Azemeis,"{""type"":""MultiPoint"",""coordinates"":[]}"
8228,Oliveira Do Bairro,"{""type"":""MultiPoint"",""coordinates"":[]}"
8229,Ovar,"{""type"":""MultiPoint"",""coordinates"":[]}"
8230,Santa Maria Da Feira,"{""type"":""MultiPoint"",""coordinates"":[]}"
8231,Sao Joao Da Madeira,"{""type"":""MultiPoint"",""coordinates"":[]}"
8232,Sever Do Vouga,"{""type"":""MultiPoint"",""coordinates"":[]}"
8233,Vagos,"{""type"":""MultiPoint"",""coordinates"":[]}"
8234,Vale De Cambra,"{""type"":""MultiPoint"",""coordinates"":[]}"
8235,Aljustrel,"{""type"":""MultiPoint"",""coordinates"":[]}"
8236,Almodovar,"{""type"":""MultiPoint"",""coordinates"":[]}"
8237,Alvito,"{""type"":""MultiPoint"",""coordinates"":[]}"
8238,Barrancos,"{""type"":""MultiPoint"",""coordinates"":[]}"
8239,Beja,"{""type"":""MultiPoint"",""coordinates"":[]}"
8240,Castro Verde,"{""type"":""MultiPoint"",""coordinates"":[]}"
8241,Cuba,"{""type"":""MultiPoint"",""coordinates"":[]}"
8242,Ferreira Do Alentejo,"{""type"":""MultiPoint"",""coordinates"":[]}"
8243,Mertola,"{""type"":""MultiPoint"",""coordinates"":[]}"
8244,Moura,"{""type"":""MultiPoint"",""coordinates"":[]}"
8245,Odemira,"{""type"":""MultiPoint"",""coordinates"":[]}"
8246,Ourique,"{""type"":""MultiPoint"",""coordinates"":[]}"
8247,Serpa,"{""type"":""MultiPoint"",""coordinates"":[]}"
8248,Vidigueira,"{""type"":""MultiPoint"",""coordinates"":[]}"
8249,Amares,"{""type"":""MultiPoint"",""coordinates"":[]}"
8250,Barcelos,"{""type"":""MultiPoint"",""coordinates"":[]}"
8251,Braga,"{""type"":""MultiPoint"",""coordinates"":[]}"
8252,Cabeceiras De Basto,"{""type"":""MultiPoint"",""coordinates"":[]}"
8253,Celorico De Basto,"{""type"":""MultiPoint"",""coordinates"":[]}"
8254,Esposende,"{""type"":""MultiPoint"",""coordinates"":[]}"
8255,Fafe,"{""type"":""MultiPoint"",""coordinates"":[]}"
8256,Povoa De Lanhoso,"{""type"":""MultiPoint"",""coordinates"":[]}"
8257,Terras De Bouro,"{""type"":""MultiPoint"",""coordinates"":[]}"
8258,Vieira Do Minho,"{""type"":""MultiPoint"",""coordinates"":[]}"
8259,Vila Nova De Famalicao,"{""type"":""MultiPoint"",""coordinates"":[]}"
8260,Vila Verde,"{""type"":""MultiPoint"",""coordinates"":[]}"
8261,Vizela,"{""type"":""MultiPoint"",""coordinates"":[]}"
8262,Alfandega Da Fe,"{""type"":""MultiPoint"",""coordinates"":[]}"
8263,Braganca,"{""type"":""MultiPoint"",""coordinates"":[]}"
8264,Carrazeda De Ansiaes,"{""type"":""MultiPoint"",""coordinates"":[]}"
8265,Freixo De Espada A Cinta,"{""type"":""MultiPoint"",""coordinates"":[]}"
8266,Macedo De Cavaleiros,"{""type"":""MultiPoint"",""coordinates"":[]}"
8267,Miranda Do Douro,"{""type"":""MultiPoint"",""coordinates"":[]}"
8268,Mirandela,"{""type"":""MultiPoint"",""coordinates"":[]}"
8269,Mogadouro,"{""type"":""MultiPoint"",""coordinates"":[]}"
8270,Torre De Moncorvo,"{""type"":""MultiPoint"",""coordinates"":[]}"
8271,Vimioso,"{""type"":""MultiPoint"",""coordinates"":[]}"
8272,Vinhais,"{""type"":""MultiPoint"",""coordinates"":[]}"
8273,Castelo Branco,"{""type"":""MultiPoint"",""coordinates"":[]}"
8274,Covilha,"{""type"":""MultiPoint"",""coordinates"":[]}"
8275,Idanha-a-nova,"{""type"":""MultiPoint"",""coordinates"":[]}"
8276,Oleiros,"{""type"":""MultiPoint"",""coordinates"":[]}"
8277,Penamacor,"{""type"":""MultiPoint"",""coordinates"":[]}"
8278,Proenca-a-nova,"{""type"":""MultiPoint"",""coordinates"":[]}"
8279,Serta,"{""type"":""MultiPoint"",""coordinates"":[]}"
8280,Vila De Rei,"{""type"":""MultiPoint"",""coordinates"":[]}"
8281,Vila Velha De Rodao,"{""type"":""MultiPoint"",""coordinates"":[]}"
8282,Arganil,"{""type"":""MultiPoint"",""coordinates"":[]}"
8283,Condeixa-a-nova,"{""type"":""MultiPoint"",""coordinates"":[]}"
8284,Figueira Da Foz,"{""type"":""MultiPoint"",""coordinates"":[]}"
8285,Gois,"{""type"":""MultiPoint"",""coordinates"":[]}"
8286,Lousa,"{""type"":""MultiPoint"",""coordinates"":[]}"
8287,Mira,"{""type"":""MultiPoint"",""coordinates"":[]}"
8288,Miranda Do Corvo,"{""type"":""MultiPoint"",""coordinates"":[]}"
8289,Montemor-o-velho,"{""type"":""MultiPoint"",""coordinates"":[]}"
8290,Oliveira Do Hospital,"{""type"":""MultiPoint"",""coordinates"":[]}"
8291,Pampilhosa Da Serra,"{""type"":""MultiPoint"",""coordinates"":[]}"
8292,Penacova,"{""type"":""MultiPoint"",""coordinates"":[]}"
8293,Penela,"{""type"":""MultiPoint"",""coordinates"":[]}"
8294,Soure,"{""type"":""MultiPoint"",""coordinates"":[]}"
8295,Tabua,"{""type"":""MultiPoint"",""coordinates"":[]}"
8296,Vila Nova De Poiares,"{""type"":""MultiPoint"",""coordinates"":[]}"
8297,Alandroal,"{""type"":""MultiPoint"",""coordinates"":[]}"
8298,Arraiolos,"{""type"":""MultiPoint"",""coordinates"":[]}"
8299,Borba,"{""type"":""MultiPoint"",""coordinates"":[]}"
8300,Estremoz,"{""type"":""MultiPoint"",""coordinates"":[]}"
8301,Evora,"{""type"":""MultiPoint"",""coordinates"":[]}"
8302,Montemor-o-novo,"{""type"":""MultiPoint"",""coordinates"":[]}"
8303,Mora,"{""type"":""MultiPoint"",""coordinates"":[]}"
8304,Mourao,"{""type"":""MultiPoint"",""coordinates"":[]}"
8305,Portel,"{""type"":""MultiPoint"",""coordinates"":[]}"
8306,Redondo,"{""type"":""MultiPoint"",""coordinates"":[]}"
8307,Reguengos De Monsaraz,"{""type"":""MultiPoint"",""coordinates"":[]}"
8308,Vendas Novas,"{""type"":""MultiPoint"",""coordinates"":[]}"
8309,Viana Do Alentejo,"{""type"":""MultiPoint"",""coordinates"":[]}"
8310,Vila Vicosa,"{""type"":""MultiPoint"",""coordinates"":[]}"
8311,Albufeira,"{""type"":""MultiPoint"",""coordinates"":[]}"
8312,Alcoutim,"{""type"":""MultiPoint"",""coordinates"":[]}"
8313,Aljezur,"{""type"":""MultiPoint"",""coordinates"":[]}"
8314,Castro Marim,"{""type"":""MultiPoint"",""coordinates"":[]}"
8315,Lagos,"{""type"":""MultiPoint"",""coordinates"":[]}"
8316,Loule,"{""type"":""MultiPoint"",""coordinates"":[]}"
8317,Monchique,"{""type"":""MultiPoint"",""coordinates"":[]}"
8318,Olhao,"{""type"":""MultiPoint"",""coordinates"":[]}"
8319,Portimao,"{""type"":""MultiPoint"",""coordinates"":[]}"
8320,Sao Bras De Alportel,"{""type"":""MultiPoint"",""coordinates"":[]}"
8321,Silves,"{""type"":""MultiPoint"",""coordinates"":[]}"
8322,Tavira,"{""type"":""MultiPoint"",""coordinates"":[]}"
8323,Vila Do Bispo,"{""type"":""MultiPoint"",""coordinates"":[]}"
8324,Vila Real De Santo Antonio,"{""type"":""MultiPoint"",""coordinates"":[]}"
8325,Aguiar Da Beira,"{""type"":""MultiPoint"",""coordinates"":[]}"
8326,Almeida,"{""type"":""MultiPoint"",""coordinates"":[]}"
8327,Celorico Da Beira,"{""type"":""MultiPoint"",""coordinates"":[]}"
8328,Figueira De Castelo Rodrigo,"{""type"":""MultiPoint"",""coordinates"":[]}"
8329,Fornos De Algodres,"{""type"":""MultiPoint"",""coordinates"":[]}"
8330,Gouveia,"{""type"":""MultiPoint"",""coordinates"":[]}"
8331,Guarda,"{""type"":""MultiPoint"",""coordinates"":[]}"
8332,Manteigas,"{""type"":""MultiPoint"",""coordinates"":[]}"
8333,Meda,"{""type"":""MultiPoint"",""coordinates"":[]}"
8334,Pinhel,"{""type"":""MultiPoint"",""coordinates"":[]}"
8335,Sabugal,"{""type"":""MultiPoint"",""coordinates"":[]}"
8336,Seia,"{""type"":""MultiPoint"",""coordinates"":[]}"
8337,Trancoso,"{""type"":""MultiPoint"",""coordinates"":[]}"
8338,Vila Nova De Foz Coa,"{""type"":""MultiPoint"",""coordinates"":[]}"
8339,Alvaiazere,"{""type"":""MultiPoint"",""coordinates"":[]}"
8340,Ansiao,"{""type"":""MultiPoint"",""coordinates"":[]}"
8341,Bombarral,"{""type"":""MultiPoint"",""coordinates"":[]}"
8342,Caldas Da Rainha,"{""type"":""MultiPoint"",""coordinates"":[]}"
8343,Castanheira De Pera,"{""type"":""MultiPoint"",""coordinates"":[]}"
8344,Figueiro Dos Vinhos,"{""type"":""MultiPoint"",""coordinates"":[]}"
8345,Leiria,"{""type"":""MultiPoint"",""coordinates"":[]}"
8346,Marinha Grande,"{""type"":""MultiPoint"",""coordinates"":[]}"
8347,Obidos,"{""type"":""MultiPoint"",""coordinates"":[]}"
8348,Pedrogao Grande,"{""type"":""MultiPoint"",""coordinates"":[]}"
8349,Peniche,"{""type"":""MultiPoint"",""coordinates"":[]}"
8350,Porto De Mos,"{""type"":""MultiPoint"",""coordinates"":[]}"
8351,Alenquer,"{""type"":""MultiPoint"",""coordinates"":[]}"
8352,Amadora,"{""type"":""MultiPoint"",""coordinates"":[]}"
8353,Arruda Dos Vinhos,"{""type"":""MultiPoint"",""coordinates"":[]}"
8354,Azambuja,"{""type"":""MultiPoint"",""coordinates"":[]}"
